id,question,reference_answer,student_answer,label
EM.16b.629.1,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Topaz would be the hardest because none of the tools could scratch it and at least one tool.,0
EM.16b.640.1,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X Y Z.,0
EM.16b.642.1,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,It would be the hardest because none of the tools could scratch it.,0
EM.16b.648.1,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X, Y, and Z.",0
EM.21a.137.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,She can do a scratch test and see which one is harder.,2
EM.21a.139.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch one against the other.,0
EM.21a.185.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Rub them together.,2
EM.21a.277.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,By scratching them.,2
EM.21a.278.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Rubbing them together.,2
EM.21a.279.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch them together.,0
EM.21a.280.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch them against each other.,0
EM.21a.284.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Use her fingernail.,3
EM.21a.311.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,A rock scratch.,2
EM.21a.314.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Use your fingernail.,2
EM.21a.391.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch the 2 together.,0
EM.21a.397.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch one against the other.,0
EM.21a.405.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,She can use her nail and penny.,3
EM.21a.408.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch them together.,0
EM.21a.435.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Georgia could rub them together.,2
EM.21a.436.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch them together.,0
EM.21a.459.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,Scratch the minerals together.,0
EM.21a.471.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,From scratching with another minerals.,2
EM.21a.508.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,She can scratch them together and the one with the mark is the soft one.,0
EM.21a.510.1,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,Rub the minerals together and see which one scratches the other.,She can scratch it together and look and see which leave a scratch.,0
